statusesCount,followersCount,favoritesCount,friendsCount,name,created,screenName,location,lang,id,followRequestSent
8281,8952,23,9298,フィッシュライフ,2012-12-18T05:44:04Z,fishlife_office,OSAKA,ja,1019078904,FALSE
159,55,1,652,Justin Bieber,2011-02-13T07:09:31Z,JIustinBiebrer,NA,en,251490332,FALSE
3,373,0,373,みぞ,2015-05-15T10:42:36Z,12mizomizo,NA,ja,3196142160,FALSE
73,29674,0,34310,kiraku corporation広報,2010-07-14T16:02:29Z,ryokan_otasuke,東京都台東区上野,ja,166615649,FALSE
169,628,0,1780,arilBaymon,2012-11-20T04:04:50Z,arilBaymon,NA,en,959566244,FALSE
4906,15518,0,14978,ウルトラセブン（脱原発に一票）,2010-07-08T23:52:56Z,takao1701p,東京都目黒区八雲,ja,164474471,FALSE
23227,12136,0,11320,Kis-My-Ft2情報館,2014-08-19T17:51:21Z,kisumai_info,NA,ja,2745911479,FALSE
82,9838,64,9838,光輪まりあ,2011-12-08T08:03:38Z,YouCaughtMe_,高円寺,ja,431422819,FALSE
388,2924,30,3467,ベルサイユの豚,2013-02-19T12:39:18Z,widetree3110,NA,ja,1196966330,FALSE
1233,123,3681,77,ななほし⭐︎… (･∀･)ﾟ+.ﾟ,2016-03-25T09:19:06Z,AIR2253,NA,ja,713294124682596352,FALSE
9228,1731,0,1839,ayumi,2013-03-23T01:39:16Z,ayumizwerc,NA,ja,1290125582,FALSE
1336,1198,1,1789,Acacio Mello,2014-11-30T21:36:53Z,acaciomello2,NA,pt,2899764333,FALSE
9038,2647,0,2778,まじめに出会い系＠相互10000,2014-09-15T07:38:33Z,okre9045,NA,ja,2810868512,FALSE
2006,76216,26,86522,夢菓笑 おきなや,2010-05-13T13:06:34Z,okinaya240,愛知県西尾市,ja,143432875,FALSE
301,60748,527,51461,DJ Kristopher Earl,2011-12-08T06:15:30Z,iammakingmusic,NA,en,431367560,FALSE
492,778,45,3966,Post Protectors,2014-08-13T15:42:34Z,PostSafetyPads,The Internet Shop,en,2729726186,FALSE
63110,1361,81,1255,くまかず＠やすニャ,2010-02-01T16:55:25Z,kumakazu12,"横浜市, 神奈川県 JP",ja,110464384,FALSE
17,23,0,107,Kaylzee baby,2014-10-31T14:12:53Z,kaylzzzie,Westonaira Johannesburg,en-gb,2885237701,FALSE
122270,8951,0,10190,相互フォロータウン｜情報発信中,2012-08-23T04:22:49Z,towntotown,NA,ja,775146128,FALSE
2275,678,1529,1109,Andrea Thornbury,2011-08-12T13:38:51Z,AndreaThornbury,Belfast,en,353681693,FALSE
13074,5072,17592,5311,FunctionalFamilyMed,2015-02-18T22:11:53Z,ffamilymedicine,"Albuquerque, NM.",en,3027570068,FALSE
2550,6729,3,7406,大塚OL専門艶女アデージョ@相互フォロー,2013-03-01T05:45:43Z,pe0359809136,東京都豊島区北大塚2-8-15NＫＣ北大塚ビル2Ｆ,ja,1229097678,FALSE
294924,90095,9563,89785,Mark,2011-07-12T11:32:04Z,mukmuk069,Perth  Australia,en,333975406,FALSE
2221,946,341,1164,Lance Johnson,2008-11-14T20:07:40Z,loganfive,Digital Coast,en,17394344,FALSE
24681,9990,200,10620,INFINii Worldwide,2011-07-24T18:14:13Z,infiniiexcel,Worldwide,en,341638847,FALSE
4725,11880,0,11207,まえあつファン情報館,2014-08-27T16:08:42Z,mae_atu_,NA,ja,2752643314,FALSE
1,210,4,409,☆☆,2014-07-14T11:53:09Z,m4m2m4,NA,ja,2645285977,FALSE
62559,2715,0,1383,Arsenal News,2013-06-28T13:04:21Z,Gooner_NewsUK,NA,en,1553026968,FALSE
1456,345,420,1886,Me v eBay & Westpac,2015-08-29T09:56:21Z,vs_eBay_Westpac,"Sydney, New South Wales",en-gb,3380389633,FALSE
150,1468,0,1894,destroypcvirus,2008-11-09T00:48:28Z,destroypcvirus,Gerogia,en,17262016,FALSE
55,274,0,1663,Lyle Drelly,2011-03-15T08:00:36Z,LDrelly,NA,en,266459624,FALSE
4101,1094,449,1084,＊すやすや＊,2014-06-24T15:45:00Z,yanakennwinter,生まれと育ちは宮崎だけど、倉敷在住,ja,2585975725,FALSE
5170,9,1364,85,®️.Ⓜ︎,2013-01-01T19:16:38Z,rsmiliyahsk,人間やめたい,ja,1053305329,FALSE
267,154,88,280,Amshu CR,2009-08-27T16:57:53Z,amshucr,Bangalore,en,69341831,FALSE
9515,1550,4,1621,業界研究これだけ！~自動車•電機~,2014-06-29T17:41:47Z,lmc_info15,NA,ja,2595119029,FALSE
0,16,0,149,안수인,2016-01-01T06:04:12Z,2Cqo02HXuqTnZ7R,NA,ko,4687504454,FALSE
70,402,1,669,尼崎8eightりらくぜーしょん,2015-09-13T03:17:34Z,8eightsaron,兵庫県 尼崎市,ja,3544825693,FALSE
638,622,1141,785,Leli,2015-02-10T11:03:43Z,zero0ni2,NA,ja,3016356050,FALSE
5129,151476,0,156730,松本ファーム,2010-07-26T03:49:15Z,matsumoto_farm,香川県さぬき市津田町,ja,170927484,FALSE
4,313,4,820,Marketglory,2014-08-27T16:11:09Z,onlinebuyers,Un lugar del mundo,en,2752599195,FALSE
29,74,0,856,NawairaAli,2011-02-02T08:11:15Z,nawaira28,Islamabad,en,246166036,FALSE
13,8670,2,9549,Connect,2015-02-23T22:35:34Z,flyerdeliverer,St. Louis,en,3057465694,FALSE
17951,3826,5,4179,ゲスの極み乙女。歌詞bot,2013-02-28T13:12:59Z,geskiwa010me,NA,ja,1227533485,FALSE
12162,8563,0,8283,松永,2014-09-22T12:50:17Z,wvnxgysp,NA,ja,2826322364,FALSE
5049,88,893,131,海バカ,2012-05-02T10:16:06Z,umibaka1219,秋葉原など都内のスタジオ、駅のホーム端や線路際、地元神奈川,ja,568984834,FALSE
10512,7108,0,7776,FXで社畜サラリーマンから開放される方法,2013-06-29T06:30:05Z,fx_infomation,神奈川,ja,1554913446,FALSE
14791,15396,130,15907,☆ USMCvet ☆ ;-),2012-10-16T23:43:22Z,dougspeck69,NA,en,885571634,FALSE
259,32,217,209,isaetarno,2011-05-16T15:51:50Z,isaetarno,Grenoble,fr,299726506,FALSE
255391,16691,1,18360,ChangkuePark,2010-07-09T06:29:41Z,ckpark1101,Korea,ko,164583436,FALSE
170,493,82,670,慈瑛　裕月,2010-04-12T02:27:44Z,sieiyuduki,愛知県大府市共和町 JR共和駅西口付近,ja,132025651,FALSE
3223,410904,35,377708,☆らすたにずも☆,2007-12-12T15:15:27Z,nissy_lionheart,香川県高松市,ja,11090852,FALSE
68688,9660,0,11347,allbertmixiiii,2010-11-03T05:00:47Z,allbertmixiiii,渋谷のちかく,ja,211410583,FALSE
8,46,34,4243,Heather,2012-11-08T02:03:15Z,hhites,NA,en,933425006,FALSE
264,160,3315,317,Joanne Jarmain,2015-07-31T01:03:33Z,JoanneJarmain,"New South Wales, Australia",en,3301946528,FALSE
112324,7237,829,7198,Le'Crissa's SBA,2010-06-24T04:51:38Z,PinkCandleLady,PINKLOVELAND,en,158991355,FALSE
2,2,0,5,Pule soul mabuza,2015-04-10T14:41:17Z,MabuzaPule,wesselsbron,en,3153816707,FALSE
113,8013,94,8011,伸びる、伸びる、どんどん伸びる,2011-10-24T07:33:37Z,FloristAokiYuka,tokyo,ja,397102872,FALSE
25,1284,0,1475,北斗のけんしろう,2014-05-20T01:23:19Z,ryuji308sbm,NA,ja,2508958723,FALSE
587,31,129,1887,dulce del angel,2011-10-26T03:08:00Z,dulcedelangel1,tampico,es,398467838,FALSE
1549,4589,52,4481,⚡アンパン次郎⚡,2013-03-09T06:01:56Z,simajirou2kf2,tax haven,ja,1253527788,FALSE
6634,7047,541,5970,TheSharpeMan,2009-03-06T15:10:21Z,TheSharpeMan,London,en,23074262,FALSE
10648,657,1,1640,CISグループ・ホームメイトFC店,2011-06-14T10:56:11Z,CHINTAI_HOUSE,八王子市旭町,ja,317050212,FALSE
0,6,0,13,うえむらりゅうすけ,2013-09-24T06:08:24Z,xxryuxx11,NA,ja,1899359772,FALSE
5,3003,0,3063,ワンピース大好き,2014-08-14T07:33:24Z,OnePeace_daisuk,NA,ja,2731171825,FALSE
4550,16689,1310,14523,サファイア,2010-05-24T01:06:28Z,Sapphire_JP,TOKYO,ja,147388562,FALSE
3245,2001,9,1932,日の出,2011-05-04T02:04:10Z,HInodehatikai,日本,ja,292687832,FALSE
29016,49307,237,57692,エリゼ光【ナチュラルフレンチ】,2010-08-17T15:04:21Z,elysee_hikaru,横浜市中区山手町,ja,179541359,FALSE
36012,33350,422,26816,Certified Singer,2009-12-10T04:11:46Z,official_k3,WorldWide Local,en,95820335,FALSE
3523,348,223,493,Mzlaki,2009-04-05T12:49:03Z,Mzlaki,"Belgrade, Serbia",en,28981698,FALSE
3069,35879,0,30222,Britney Spears Tweet,2011-02-04T15:22:37Z,Britney_Tweets,The Netherlands,en,247323067,FALSE
21,442,23,1085,♡1D/DEMI ♡,2014-12-26T19:01:45Z,sansoncanson02,colombia,en,2942576494,FALSE
5,1227,0,1670,LenorabiHeltonmrk,2011-12-15T10:21:57Z,LenorabiHeltonm,Laceyville,en,437385227,FALSE
38,206,0,316,N L Enterprises,2010-05-13T21:25:36Z,NLE215,The 215,en,143578752,FALSE
1,6,0,358,Ivan,2010-01-23T11:09:32Z,vano95,NA,en,107685371,FALSE
1298,5997,1043,5307,こまち,2015-08-23T05:55:48Z,komati_vo,NA,ja,3325737966,FALSE
1238,884,15,1660,Devvy : DBFF,2016-03-02T18:23:36Z,AppDevvy,NA,tr,705096233023639552,FALSE
10745,6390,0,6711,川口裕子,2014-05-25T00:10:26Z,palavrasvencedo,NA,ja,2521643606,FALSE
1208,654,1188,1945,TiZo Kwamé,2013-07-19T07:28:06Z,Stw_Kwame,Global Dreams,en,1605361129,FALSE
53,24,1,32,bKyosei,2015-06-14T07:06:11Z,bKyosei,Barcelona,es,3324422128,FALSE
2852,942,22,1091,akira,2010-04-29T07:01:33Z,akiragoku,"hyogo,Japan",ja,138326803,FALSE
1774,131,58,807,senator stable kech,2012-07-20T11:44:40Z,koechnelso,mombasa,en,706998128,FALSE
124243,58789,21,59328,通販オヤジ,2010-09-02T09:58:41Z,Supdeepdiscount,浜松市中区,ja,185994156,FALSE
1729,2942,0,2634,日本相互フォロー 関東支部,2012-08-06T23:40:26Z,kantou_sougo,NA,ja,741692334,FALSE
34670,749,37924,798,星川,2012-10-08T07:16:39Z,T98K3,NA,ja,867558804,FALSE
4154,6231,4,6359,クーポンスタイル八王子,2010-12-03T02:52:30Z,cpSTYLEhachioji,八王子市,ja,222327521,FALSE
260,14744,6,14979,マサヨシ＠筋トレでダイエット,2015-09-22T09:24:58Z,justice_body,NA,ja,3647202272,FALSE
34234,327,2380,385,らいむさわー＠x+y≧29,2010-09-07T09:21:32Z,Rimesour,虚数空間,ja,187848661,FALSE
17235,2081,3,2012,競馬終着駅,2014-10-02T02:09:15Z,Keiba999,keibajou/競馬場,ja,2837444726,FALSE
5,13,0,910,Izabela Jędrzejczyk,2012-01-11T07:43:17Z,cytrynka42,"Pińczów, Świętokrzyskie",pl,460904158,FALSE
3765,751,12,1105,Forever Health Works,2012-03-13T13:50:46Z,4everHealthWrks,"County Durham, England",en,523278322,FALSE
24,50,19,295,Lutendo,2012-09-15T07:56:36Z,lutendonyadzani,jhb,en,824784792,FALSE
686,172,577,4808,Wayne,2013-03-26T22:59:45Z,Wayne_Train_55,Anywhere but reality.,en,1305858710,FALSE
1092,2042,2,2312,fresco,2009-05-01T18:44:26Z,koji50,日本,ja,37009954,FALSE
62315,39619,30796,41298,Cahal McDonough,2013-03-11T16:49:51Z,mcdonoughnews,"Kildare, Leinster, Ireland",en,1259906438,FALSE
1670,298,3355,373,N.Hikaru,2015-03-08T09:20:52Z,NakahikaP,NA,ja,3067883166,FALSE
26797,7289,1,7621,ガッツマンわさお,2013-03-03T16:55:17Z,sx6bm1rv,NA,ja,1239347768,FALSE
0,5805,0,6271,干し草,2014-12-20T22:47:53Z,rowbowl6327,NA,ja,2937545857,FALSE
5,1,0,587,oru ernest,2011-10-23T12:46:03Z,oruernest,NA,fr,396550958,FALSE
0,13,0,1220,Raul Montero,2014-04-11T18:24:09Z,Rmontero71,NA,es,2438928625,FALSE
10,10,0,32,川上,2014-07-19T08:35:33Z,TuittMan1,NA,ja,2658999338,FALSE
67,86,24,231,Jemille Hector,2013-04-14T18:25:28Z,jemilleh1,South Africa Johannesburg,en,1352510203,FALSE
140,225,53,445,akio_nanjolno,2014-09-21T23:35:31Z,jolno0856,NA,ja,2825225700,FALSE
1,1460,0,1409,花山 里琉,2015-06-08T04:20:52Z,1234comn,神奈川県平塚市豊原町,ja,3239516827,FALSE
22,9,68,35,奏,2013-01-12T14:09:34Z,966kan,NA,ja,1083072216,FALSE
95,41,1,977,Ik,2009-04-15T12:33:12Z,adsasdfs,Planet Earth,en,31395910,FALSE
1068,264,2310,2035,Heather Neil,2013-08-08T21:31:06Z,britjams,Maryland,en,1656208140,FALSE
12462,32630,1821,34943,ゆあな@副業中,2012-06-27T13:17:31Z,kokowtp,NA,ja,620065761,FALSE
0,8,0,1046,Mauri,2014-09-03T14:26:27Z,PercepDeception,NA,en-gb,2788029342,FALSE
2899,272,0,423,ぷさん,2011-03-28T14:10:03Z,purerism,日本,ja,273442154,FALSE
0,3,0,1050,bijou,2012-12-18T14:28:01Z,dinedine25,NA,en,1019876784,FALSE
636,1129,34,1503,ξ美里~MĪSÅTØ~@๑• ω •๑Ҙ,2014-04-05T20:46:42Z,fuwamofu0130,NA,ja,2429432286,FALSE
5056,3531,797,810,John Dunne,2011-06-04T11:19:19Z,john_dunne,Cheshire,en,310803333,FALSE
23,1111,0,1194,あはは@相互フォロー,2014-08-21T11:21:41Z,ohzora_111,NA,ja,2751918212,FALSE
402,1503,1,1514,みきてぃ,2013-02-19T05:09:56Z,Mikitea_S,always MSK♡,ja,1195955282,FALSE
167,2567,2,2603,神龍(シェンロン)＠相互フォロー支援,2013-10-24T10:45:41Z,shenlonsougo,西の都　ピラフの城,ja,2152717212,FALSE
1876,1413,1823,1548,sync,2014-06-22T14:38:41Z,sync60712,牛久市,ja,2582349007,FALSE
32,16,3,33,ぴす♡,2015-04-03T09:29:50Z,ayupis__0709,NA,ja,3134885106,FALSE
174,31741,183,32645,Robert Yaden,2010-09-27T17:42:06Z,NewBrandYou,"North Pole, AK",en,195830320,FALSE
838,657,0,778,たまむし,2013-02-10T17:55:17Z,tamamusi4,関東地方,ja,1166561888,FALSE
157,108,43,227,め～め～さん,2010-11-22T10:12:29Z,yagiorhituji,仙台,en,218432833,FALSE
4743,127337,20,140761,@yoshimurakun,2010-07-18T00:27:23Z,yoshimurakun,yamaguchi.pref,ja,167954464,FALSE
45878,455096,4,420235,NP,2009-12-28T04:49:15Z,Natural_Paint,NA,ja,99864021,FALSE
180,1607,0,1763,まいれる,2012-02-22T02:31:29Z,myreru,NA,ja,499389729,FALSE
320,4405,1,4732,SSK,2014-10-07T16:10:32Z,swordslands,NA,ja,2843764076,FALSE
141,337,2,558,ラスカルＰ,2013-01-17T02:31:53Z,aradon1201,兵庫県,ja,1096971200,FALSE
37171,2335,22704,2718,Bryn Davies,2009-07-28T07:55:35Z,btdavies,Sleaford,en,60845527,FALSE
18919,1515,21486,996,ガマがえる,2014-03-09T10:12:24Z,gai_miwa,NA,ja,2380245512,FALSE
1,1510,0,1828,UK Prelaunch 2012,2012-03-09T01:02:43Z,UKPrelaunch2012,London UK,en,519046459,FALSE
1072,905,1,1296,梅崎誠,2011-11-16T07:35:42Z,kuroumechan,大阪市　京橋,ja,413778139,FALSE
379257,43504,27,45959,Ken,2010-02-25T04:20:34Z,keninter,worldwide,en-gb,117296900,FALSE
317,6240,676,4620,Dynamics Capital,2016-02-01T23:33:21Z,DynamicsCapital,"Los Angeles, CA",en,4846582578,FALSE
1603,1030,1257,1841,Kalika,2015-09-22T06:12:49Z,kalika684,Universe,en,3645795553,FALSE
10,24879,0,25235,RIKO,2014-12-12T11:38:10Z,NancyCopelap,NA,ja,2917371591,FALSE
1131,62,2,175,Vitalie ENI,2012-01-24T10:48:41Z,VitalieENI,Bruxelles,fr,472838676,FALSE
578,586,3,677,さ～のん,2013-12-06T12:35:18Z,sanonn_,NA,ja,2232910801,FALSE
191792,10024,0,9809,今すぐ観たい！動画配信情報局,2011-04-19T12:22:13Z,New543210,Amazon.co.jpアソシエイト,ja,284510102,FALSE
388,1634,0,1622,Юля Юльева,2014-05-23T11:44:48Z,julja_juleva,РФ,ru,2517656899,FALSE
713,524874,0,503557,みかん,2010-10-14T11:42:59Z,myoukenzzz,Here & There,ja,202591670,FALSE
1085,1390,205,1523,鈴木麻友,2013-08-04T16:20:50Z,msc2013_04mayu,NA,ja,1645606609,FALSE
53495,1578,0,1815,ウェブマーケッターゆう,2013-01-26T22:54:00Z,followernotomo,東京都港区,ja,1123388269,FALSE
5643,350,119,546,Miguel Canessa Alva,2014-07-13T06:48:17Z,CanessaMiguel,NA,en,2635258837,FALSE
0,6,0,1208,Touit´s,2014-01-01T12:25:41Z,Touitsss,NA,fr,2271575460,FALSE
10,6,1,475,Movanu M. Shafeeq,2012-10-14T09:02:06Z,m0nte11,NA,en,879699656,FALSE
98192,147505,6261,91929,❤ GLõRÌÄ ❤,2009-04-07T20:45:07Z,GloriavwRealtor,NC,en,29540005,FALSE
0,1415,0,1404,意外と知らないディズニー秘話,2014-09-03T23:52:05Z,RecommeWkgbepdm,NA,ja,2788817282,FALSE
4402,2999,1,3343,"えみりん(´,,•ω•,,｀)",2013-01-24T05:39:51Z,emirinqq,NA,ja,1116042930,FALSE
4,10,0,290,glindbloom,2008-04-28T02:38:19Z,glindbloom,NA,en,14564518,FALSE
1276,847,0,735,Иван Нестерев,2012-10-27T15:57:22Z,STEPAN_20131,NA,ru,908392873,FALSE
980,35,76,104,たく,2012-12-06T07:28:30Z,tak_gk,NA,ja,992575664,FALSE
8417,727,134,874,記念日７/７ family,2012-10-31T02:30:54Z,kawaobahappy777,日本,ja,915968298,FALSE
4168,282,231,1068,Lisa Alexander,2010-11-21T20:38:33Z,lisaalexander_,Northern Ireland,en,218245417,FALSE
116,280,2460,156,春花月夜,2015-08-04T08:36:29Z,haruhanatukiyo,JAPAN,ja,3305792076,FALSE
26,44,11,44,MAIHEY.,2013-11-13T00:26:23Z,syulooove,NA,ja,2191308662,FALSE
6047,985,4,1044,アカシック歌詞bot,2014-07-11T05:49:14Z,akasick_bot,NA,ja,2616789751,FALSE
584,15219,0,11321,相互100％＠なな,2014-06-29T05:26:53Z,takakinana3,NA,ja,2594261636,FALSE
37173,600897,291,517683,#TBF #F4F  シ,2010-07-13T18:02:27Z,perrro2,Connecticut US,en,166246775,FALSE
45,350,0,2104,READONE,2011-01-26T14:27:46Z,READONE4me,bandung WEST JAVA,en,243193924,FALSE
15918,4246,6731,5000,Camea,2010-09-29T22:07:30Z,Kamiyamay,Small Planet in the Universe,en,196778759,FALSE
